Datetime,Open,High,Low,Close,Volume,SMA_10,SMA_50,Return_1h,Volatility,BB_Middle,BB_Upper,BB_Lower,RSI,TR,ATR_14,SMA_20,SMA_200,Momentum_10,Z_score_30,Rolling_max_60,Rolling_min_60,Range_60,Body_size,Is_bullish,Volume_change,Target
2012-07-29,8.9,8.9,8.7,8.72,656.26671786,8.693,7.118200000000001,0.699805068226121,1.191933860448483,8.2695,9.704791644671264,6.834208355328737,66.33663366336636,0.20000000000000107,0.6314285714285717,8.2695,5.72,-0.47999999999999865,1.0163211417249114,9.2,5.14,4.06,-0.17999999999999972,0,-0.555544767934714,8.9
2012-07-30,8.72,8.91,8.54,8.9,2246.24663751,8.73,7.1876,0.7315175097276267,1.2007942286924207,8.364500000000001,9.693583182221166,7.035416817778836,61.90476190476192,0.370000000000001,0.5814285714285717,8.364500000000001,5.729500000000001,0.370000000000001,1.1211346135456974,9.2,5.19,4.009999999999999,0.17999999999999972,1,2.422764824696149,9.2
2012-07-31,8.9,9.28,8.86,9.2,1446.85819366,8.764,7.260999999999999,0.7624521072796935,1.217078283440555,8.4695,9.706584433147885,7.232415566852115,61.14285714285715,0.41999999999999993,0.532857142857143,8.4695,5.74295,0.33999999999999986,1.3299511946802265,9.2,5.19,4.009999999999999,0.29999999999999893,1,-0.3558774136824684,9.36
2012-08-01,9.2,9.5,8.9,9.36,1972.06596977,8.836000000000002,7.3302,0.7965451055662187,1.2342422708086356,8.5825,9.69995716979031,7.465042830209691,54.36241610738256,0.5999999999999996,0.5192857142857144,8.5825,5.75525,0.7199999999999989,1.392569908919901,9.36,5.19,4.169999999999999,0.16000000000000014,1,0.36299879173467886,9.81
2012-08-02,9.36,9.99,9.36,9.81,2597.31631521,8.939,7.4074,0.8901734104046242,1.2619108794984772,8.690499999999998,9.84537935118325,7.535620648816746,59.15915915915919,0.6300000000000008,0.5442857142857145,8.690499999999998,5.7723,1.0300000000000011,1.710088004800352,9.81,5.23,4.58,0.45000000000000107,1,0.3170534632332418,10.86
2012-08-03,9.81,12.0,9.81,10.86,2109.2757152,9.168,7.5072,1.0764818355640533,1.3282669563550258,8.8615,10.22982244583996,7.49317755416004,81.4016172506739,2.1899999999999995,0.6100000000000002,8.8615,5.790850000000001,2.289999999999999,2.426101035610261,10.86,5.33,5.529999999999999,1.049999999999999,1,-0.18790187284929938,10.97
2012-08-04,10.86,11.2,10.52,10.97,734.0591101699999,9.416,7.605,1.0581613508442778,1.3923330824301312,9.040000000000001,10.531449312793283,7.54855068720672,80.22922636103156,0.6799999999999997,0.607857142857143,9.040000000000001,5.810200000000001,2.4800000000000004,2.2530779586062124,10.97,5.43,5.540000000000001,0.11000000000000121,1,-0.6519852265494854,10.4
2012-08-05,10.97,10.97,10.31,10.4,1673.0443089,9.595,7.685,0.8978102189781021,1.428614199521151,9.1575,10.69025637505219,7.624743624947811,72.91666666666669,0.6600000000000001,0.6150000000000002,9.1575,5.8277,1.790000000000001,1.6394982954444393,10.97,5.43,5.540000000000001,-0.5700000000000003,0,1.2791683744821878,10.84
2012-08-06,10.4,10.99,10.29,10.84,2259.18217873,9.796000000000001,7.7786,0.9781021897810218,1.475413951297611,9.278500000000001,10.942575845943509,7.614424154056493,74.87922705314011,0.7000000000000011,0.6092857142857145,9.278500000000001,5.846400000000001,2.01,1.863126769305849,10.97,5.43,5.540000000000001,0.4399999999999995,1,0.350342107923834,10.74
2012-08-07,10.83,10.87,10.64,10.74,865.39449983,9.98,7.8713999999999995,0.9144385026737967,1.5147043025930176,9.360499999999998,11.14482325369709,7.576176746302906,76.92307692307693,0.22999999999999865,0.5864285714285715,9.360499999999998,5.870050000000001,1.8399999999999999,1.6583717966358418,10.97,5.43,5.540000000000001,-0.08999999999999986,0,-0.6169434638881217,10.96
2012-08-08,10.74,11.03,10.7,10.96,3222.76618253,10.204,7.965400000000001,0.9783393501805056,1.554374499516052,9.4485,11.367976628228579,7.52902337177142,79.61630695443645,0.33000000000000007,0.5771428571428573,9.4485,5.8901,2.24,1.7282923529015148,10.97,5.43,5.540000000000001,0.22000000000000064,1,2.724042830365905,11.09
2012-08-09,10.96,12.49,10.79,11.09,2322.08788847,10.422999999999998,8.0542,1.0423572744014735,1.589787846060046,9.5765,11.57776565216272,7.575234347837279,79.66507177033493,1.700000000000001,0.6692857142857145,9.5765,5.9113999999999995,2.1899999999999995,1.7122025660135658,11.09,5.53,5.56,0.129999999999999,1,-0.27947367045813165,11.25
2012-08-10,11.09,11.5,10.9,11.25,2513.07817902,10.628,8.1464,1.034358047016275,1.6268896097338323,9.696000000000002,11.799915147378426,7.592084852621577,79.36893203883496,0.5999999999999996,0.6792857142857144,9.696000000000002,5.93505,2.0500000000000007,1.7208437706766797,11.25,5.87,5.38,0.16000000000000014,1,0.08224938061058551,11.31
2012-08-11,11.25,11.4,11.2,11.31,529.08845142,10.822999999999999,8.2408,0.9169491525423727,1.667952532213531,9.8295,11.989377920526737,7.669622079473262,79.31873479318736,0.20000000000000107,0.6792857142857145,9.8295,5.95885,1.950000000000001,1.6629102786527905,11.31,5.87,5.44,0.0600000000000005,1,-0.7894659800729624,11.69
2012-08-12,11.31,11.69,11.31,11.69,588.61895499,11.011000000000001,8.3474,0.9647058823529411,1.7173726484253027,9.975,12.227283052231307,7.722716947768693,84.45475638051043,0.379999999999999,0.6921428571428573,9.975,5.9873,1.879999999999999,1.8206564545312025,11.69,5.87,5.819999999999999,0.379999999999999,1,0.11251522011154935,11.58
2012-08-13,11.69,11.98,11.4,11.58,3725.857544,11.083000000000002,8.4502,0.9727427597955707,1.7546910411002647,10.1255,12.384735781362677,7.866264218637324,81.60377358490567,0.5800000000000001,0.7071428571428572,10.1255,6.01385,0.7200000000000006,1.6213813452604107,11.69,6.08,5.609999999999999,-0.10999999999999943,0,5.329829361447081,12.03
2012-08-14,11.58,12.19,11.58,12.03,1652.53710615,11.189000000000002,8.5668,0.9786184210526314,1.8058017297050268,10.3025,12.576859366132744,8.028140633867256,82.23234624145788,0.6099999999999994,0.7207142857142858,10.3025,6.0446,1.0599999999999987,1.8566182647447007,12.03,6.1,5.93,0.4499999999999993,1,-0.5564679844479852,12.66
2012-08-15,12.03,12.78,12.03,12.66,1807.95774556,11.415000000000001,8.6912,0.9781249999999999,1.8792512633318836,10.505,12.864460241576214,8.145539758423787,83.95061728395063,0.75,0.7314285714285714,10.505,6.08335,2.26,2.1308095787038304,12.66,6.1,6.5600000000000005,0.6300000000000008,1,0.0940497123069699,13.42
2012-08-16,12.66,13.49,12.66,13.42,1519.0512893,11.673,8.8292,1.1785714285714284,1.970214964324892,10.7345,13.292529463638378,8.176470536361624,84.91295938104449,0.8300000000000001,0.7457142857142857,10.7345,6.120950000000001,2.58,2.3729130229244384,13.42,6.1,7.32,0.7599999999999998,1,-0.15979712853881634,12.98
2012-08-17,13.42,16.41,12.07,12.98,4447.78111068,11.897,8.9588,1.1278688524590166,2.0316974339888443,10.9385,13.531050258356661,8.345949741643338,73.24561403508774,4.34,0.8992857142857142,10.9385,6.15795,2.24,1.8594298784039738,13.42,6.2,7.22,-0.4399999999999995,0,1.9279992993058181,11.95
2012-08-18,12.07,14.59,11.11,11.95,2219.14775902,11.995999999999999,9.0664,0.9089456869009584,2.0560098691205067,11.1,13.506394988796558,8.693605011203442,58.94160583941605,3.4800000000000004,1.0992857142857144,11.1,6.18995,0.9899999999999984,1.0926271614134586,13.42,6.2,7.22,-0.120000000000001,0,-0.5010663286258875,8.57
2012-08-19,11.95,11.95,7.8,8.57,4494.06886606,11.744000000000002,9.107000000000001,0.28872180451127827,2.03943186810268,11.083499999999999,13.556999757960671,8.610000242039327,38.96260554885404,4.1499999999999995,1.3485714285714285,11.083499999999999,6.202850000000001,-2.5199999999999996,-1.1445315166421388,13.42,6.2,7.22,-3.379999999999999,0,1.0251327780195356,9.41
2012-08-20,8.57,10.33,7.1,9.41,4984.39070807,11.559999999999999,9.1644,0.41716867469879526,2.024013018872406,11.094,13.535409428997916,8.652590571002083,41.77215189873418,3.2300000000000004,1.5292857142857144,11.094,6.2186,-1.8399999999999999,-0.6065626773980288,13.42,6.2,7.22,0.8399999999999999,1,0.1091042119343113,10.44
2012-08-21,9.41,10.51,9.33,10.44,3316.33223485,11.473,9.2422,0.5842185128983308,2.016505977162533,11.148,13.472918561109054,8.823081438890945,48.440748440748436,1.1799999999999997,1.5971428571428572,11.148,6.239350000000001,-0.870000000000001,0.042864310349136125,13.42,6.2,7.22,1.0299999999999994,1,-0.334656444672229,10.42
2012-08-22,10.44,10.71,9.75,10.42,6783.53106976,11.346,9.3212,0.6383647798742138,2.00200754470096,11.178500000000001,13.444777030494574,8.912222969505429,47.13375796178344,0.9600000000000009,1.6421428571428573,11.178500000000001,6.258950000000001,-1.2699999999999996,-0.0083885973483098,13.42,6.2,7.22,-0.019999999999999574,0,1.045492004231242,10.06
2012-08-23,10.42,10.69,9.78,10.06,4017.77929549,11.193999999999999,9.3926,0.5621118012422359,1.982688317941505,11.1385,13.456105615602796,8.820894384397205,44.66321243523316,0.9100000000000001,1.5857142857142856,11.1385,6.28075,-1.5199999999999996,-0.3035982127539868,13.42,6.2,7.22,-0.35999999999999943,0,-0.40771564924340375,10.26
2012-08-24,10.06,10.49,9.83,10.26,3620.6364149700003,11.017,9.464599999999999,0.6548387096774193,1.9578442759932586,11.103,13.45299753639287,8.75300246360713,44.89164086687306,0.6600000000000001,1.59,11.103,6.30255,-1.7699999999999996,-0.20975993974788035,13.42,6.44,6.9799999999999995,0.1999999999999993,1,-0.09884636544515946,10.44
2012-08-25,10.26,10.58,10.14,10.44,1422.1183798,10.794999999999998,9.5418,0.6211180124223601,1.9380581681871305,11.105,13.452545190417549,8.757454809582452,45.565749235473994,0.4399999999999995,1.6071428571428572,11.105,6.3272,-2.2200000000000006,-0.1255415549960256,13.42,6.47,6.95,0.17999999999999972,1,-0.6072186718555712,10.5
2012-08-26,10.44,10.62,10.2,10.5,1423.29454473,10.503,9.618599999999999,0.6104294478527608,1.9182915171143273,11.088,13.448513771016348,8.72748622898365,43.73024236037935,0.41999999999999993,1.6099999999999999,11.088,6.351400000000001,-2.92,-0.12648636399311172,13.42,6.47,6.95,0.0600000000000005,1,0.000827051352901842,10.58
2012-08-27,10.5,11.93,10.26,10.58,3791.67085295,10.263000000000002,9.6948,0.6276923076923078,1.8964597630238242,11.080000000000002,13.446556459010464,8.71344354098954,44.71458773784355,1.67,1.687857142857143,11.080000000000002,6.37495,-2.4000000000000004,-0.11119999656890567,13.42,6.47,6.95,0.08000000000000007,1,1.6640099668683002,11.17
2012-08-28,10.58,11.2,10.56,11.17,3054.95423686,10.184999999999999,9.7848,0.700152207001522,1.8822436050364424,11.0905,13.456678130946264,8.724321869053737,45.520833333333336,0.6399999999999988,1.69,11.0905,6.401400000000001,-0.7799999999999994,0.328773163505739,13.42,6.47,6.95,0.5899999999999999,1,-0.1942986732397457,10.85
2012-08-29,11.17,11.21,10.49,10.85,5155.5895373,10.413,9.861799999999999,0.6590214067278286,1.8590570478994586,11.0785,13.4471218511371,8.7098781488629,40.2583423035522,0.7200000000000006,1.6878571428571427,11.0785,6.4281500000000005,2.2799999999999994,-0.009233634909483271,13.42,6.47,6.95,-0.3200000000000003,0,0.6876159633078871,10.54
2012-08-30,10.85,10.92,10.53,10.54,1433.80903643,10.526,9.9306,0.6116207951070336,1.8289827372360192,11.043,13.42205863736057,8.663941362639429,33.71040723981899,0.39000000000000057,1.6564285714285716,11.043,6.453099999999999,1.129999999999999,-0.3510096892956964,13.42,6.47,6.95,-0.3100000000000005,0,-0.7218923217109152,9.81
2012-08-31,10.54,10.8,9.81,9.81,2592.18568273,10.463,9.9848,0.49770992366412226,1.7911764590192252,10.968,13.405475829839665,8.530524170160335,32.63964950711937,0.9900000000000002,1.417142857142857,10.968,6.473199999999999,-0.629999999999999,-1.089091362015529,13.42,6.47,6.95,-0.7299999999999986,0,0.8079016220906297,10.14
2012-09-01,9.81,10.2,9.69,10.14,1074.19005657,10.434999999999999,10.034600000000001,0.5672333848531685,1.750029047377981,10.8905,13.329882795104648,8.45111720489535,39.26453143534994,0.5099999999999998,1.205,10.8905,6.5011,-0.27999999999999936,-0.7842168212803188,13.42,6.49,6.93,0.33000000000000007,1,-0.5856045098441017,10.14
2012-09-02,10.14,10.14,9.49,10.14,1370.36935928,10.443,10.0886,0.5624036979969185,1.7062749263509096,10.818499999999998,13.257199178703774,8.379800821296223,65.54455445544556,0.6500000000000004,0.9550000000000001,10.818499999999998,6.5283500000000005,0.08000000000000007,-0.7527542033177721,13.42,6.58,6.84,0.0,0,0.2757233702718598,10.3
2012-09-03,10.14,10.45,9.95,10.3,1093.2455893,10.447,10.1466,0.5465465465465467,1.6653601093413182,10.732,13.111779733283589,8.35222026671641,60.18306636155607,0.5,0.76,10.732,6.55495,0.040000000000000924,-0.5704295303238703,13.42,6.58,6.84,0.16000000000000014,1,-0.20222560297583025,10.4
2012-09-04,10.3,10.55,10.14,10.4,2506.70673503,10.443000000000001,10.193599999999998,0.5805471124620061,1.6192274784966627,10.619,12.821323175290356,8.416676824709644,49.418604651162795,0.41000000000000014,0.7050000000000001,10.619,6.583499999999999,-0.03999999999999915,-0.472808960388238,13.42,6.66,6.76,0.09999999999999964,1,1.2929035886941311,10.59
2012-09-05,10.4,10.59,10.12,10.59,1633.07053899,10.452000000000002,10.237,0.5900900900900901,1.5733367596678245,10.477500000000001,12.24226478229878,8.712735217701223,52.35457063711912,0.47000000000000064,0.6700000000000002,10.477500000000001,6.61455,0.08999999999999986,-0.2788167605337849,13.42,6.67,6.75,0.1899999999999995,1,-0.3485195072209133,10.87
2012-09-06,10.59,11.0,10.44,10.87,3110.6143531,10.481,10.2724,0.6056129985228951,1.5298180812050617,10.372,11.706743815356164,9.037256184643836,61.473087818696875,0.5600000000000005,0.6450000000000001,10.372,6.646999999999999,0.28999999999999915,-0.010076940711390325,13.42,6.67,6.75,0.27999999999999936,1,0.9047642332852392,11.08
2012-09-07,10.87,11.15,10.82,11.08,1937.59518889,10.472000000000001,10.31,0.661169415292354,1.4807795320704853,10.3285,11.492490866305255,9.164509133694745,61.58192090395481,0.33000000000000007,0.6214285714285717,10.3285,6.680400000000001,-0.08999999999999986,0.19070846243032313,13.42,7.0,6.42,0.21000000000000085,1,-0.3771020869369369,10.97
2012-09-08,11.08,11.08,10.3,10.97,889.10135548,10.484,10.3588,0.5671428571428572,1.4370832336155754,10.4485,11.302820906057123,9.594179093942875,57.63688760806918,0.7799999999999994,0.6457142857142857,10.4485,6.7126,0.120000000000001,0.08744528152526529,13.42,7.1,6.32,-0.10999999999999943,0,-0.5411315219102375,10.85
2012-09-09,10.97,11.11,10.68,10.85,1637.8378706400001,10.515,10.398600000000002,0.528169014084507,1.3911594968811904,10.5205,11.238082931205755,9.802917068794246,54.95750708215298,0.4299999999999997,0.6464285714285715,10.5205,6.744,0.3100000000000005,-0.016617328424408533,13.42,7.1,6.32,-0.120000000000001,0,0.8421272901510526,10.98
2012-09-10,10.85,11.08,10.74,10.98,2292.71326812,10.632000000000001,10.4454,0.5464788732394368,1.3420599732319816,10.547500000000001,11.29244436387096,9.802555636129043,55.58659217877095,0.33999999999999986,0.5514285714285715,10.547500000000001,6.7739,1.17,0.12158410268824552,13.42,7.4,6.02,0.13000000000000078,1,0.3998414062950575,10.65
2012-09-11,10.98,11.0,10.65,10.65,3758.38709734,10.683000000000002,10.482800000000003,0.392156862745098,1.3048824437819715,10.559000000000001,11.302757175993655,9.815242824006347,42.168674698795186,0.34999999999999964,0.5307142857142858,10.559000000000001,6.80155,0.5099999999999998,-0.16994790790664208,13.42,7.4,6.02,-0.33000000000000007,0,0.6392748057945494,11.13
2012-09-12,10.64,11.14,10.38,11.13,3737.91070255,10.782,10.534,0.495967741935484,1.2615826644374333,10.6125,11.359053484529479,9.865946515470522,54.02298850574714,0.7599999999999998,0.5335714285714286,10.6125,6.8322,0.9900000000000002,0.32373534677744475,13.42,7.4,6.02,0.4900000000000002,1,-0.005448186751303985,11.3
2012-09-13,11.13,11.42,10.98,11.3,1811.45508187,10.882000000000001,10.5902,0.527027027027027,1.2142365833008006,10.6645,11.451458836614892,9.877541163385109,61.377245508982064,0.4399999999999995,0.5371428571428571,10.6645,6.8639,1.0,0.5298601872806148,13.42,8.05,5.369999999999999,0.16999999999999993,1,-0.5153829970752841,11.7
2012-09-14,11.3,11.7,11.05,11.7,2405.43738851,11.012,10.652000000000001,0.45341614906832284,1.192408188556086,10.727500000000001,11.631779300123323,9.823220699876678,81.39534883720928,0.6499999999999986,0.5128571428571427,10.727500000000001,6.8969000000000005,1.299999999999999,1.0231526654819796,13.42,8.42,5.0,0.3999999999999986,1,0.32790341454496374,11.6
2012-09-15,11.7,11.7,11.35,11.6,588.42022828,11.113,10.7074,0.3776722090261282,1.176641730822036,10.7825,11.75940973563523,9.80559026436477,76.25899280575538,0.34999999999999964,0.5014285714285712,10.7825,6.93135,1.0099999999999998,1.1406530533460169,13.42,8.49,4.93,-0.09999999999999964,0,-0.7553791127174234,11.68
2012-09-16,11.6,11.8,11.5,11.68,1407.69651882,11.193999999999999,10.763,0.2835164835164836,1.176102728131627,10.8375,11.887530074757235,9.787469925242766,76.9230769230769,0.3000000000000007,0.4764285714285713,10.8375,6.9648,0.8100000000000005,1.4796168539779875,13.42,8.49,4.93,0.08000000000000007,1,1.3923319613515175,11.84
2012-09-17,11.68,11.88,11.56,11.84,603.62658358,11.27,10.825400000000002,0.28695652173913055,1.1788388426537209,10.871,12.005082518115275,9.736917481884726,76.9230769230769,0.3200000000000003,0.46357142857142847,10.871,6.99885,0.7599999999999998,1.7307146879030606,13.42,8.49,4.93,0.16000000000000014,1,-0.5711955130172593,11.89
2012-09-18,11.84,11.89,11.65,11.89,2838.0675597,11.362,10.8852,0.39390386869871064,1.1648426095763995,10.923,12.144993194915994,9.701006805084006,76.51245551601423,0.2400000000000002,0.45142857142857135,10.923,7.034350000000001,0.9199999999999999,1.8647009655294877,13.42,8.49,4.93,0.05000000000000071,1,3.701694121666967,12.4
2012-09-19,11.89,12.5,11.8,12.4,2085.12949634,11.517,10.949200000000001,0.399548532731377,1.168673737655106,11.016000000000002,12.389039655194559,9.642960344805445,78.91373801916933,0.6999999999999993,0.46785714285714264,11.016000000000002,7.073099999999999,1.5500000000000007,2.4686759480092895,13.42,8.49,4.93,0.5099999999999998,1,-0.26529955595545784,12.45
2012-09-20,12.4,12.66,12.32,12.45,861.00200737,11.664,11.011000000000001,0.4409722222222221,1.1647023697792926,11.148,12.540333898247999,9.755666101752,77.24137931034483,0.33999999999999986,0.4521428571428569,11.148,7.1113,1.4699999999999989,2.231443345775288,13.42,8.49,4.93,0.049999999999998934,1,-0.587075043117799,12.35
2012-09-21,12.45,12.45,12.01,12.35,1616.00065157,11.834,11.061799999999998,0.40660592255125283,1.1588038836136052,11.2585,12.664715900171334,9.852284099828665,72.75985663082437,0.4399999999999995,0.4599999999999997,11.2585,7.1480500000000005,1.6999999999999993,1.8799250950947528,13.42,8.49,4.93,-0.09999999999999964,0,0.8768837212194245,12.05
2012-09-22,12.35,12.35,12.04,12.05,859.97166894,11.925999999999998,11.085600000000001,0.40606767794632437,1.1368618716687813,11.354000000000001,12.698452931199329,10.009547068800673,68.12080536912752,0.3100000000000005,0.4264285714285712,11.354000000000001,7.183350000000001,0.9199999999999999,1.3690522330053256,13.42,8.49,4.93,-0.29999999999999893,0,-0.4678395283414595,11.86
2012-09-23,12.05,12.11,11.79,11.86,1184.1572402699999,11.982,11.1034,0.3969375736160188,1.1053200957751108,11.431999999999999,12.697686416638456,10.166313583361541,66.55737704918033,0.3200000000000003,0.4185714285714284,11.431999999999999,7.2176,0.5599999999999987,1.0376320561543368,13.42,8.57,4.85,-0.19000000000000128,0,0.3769723852991467,11.95
2012-09-24,11.86,11.99,11.69,11.95,1481.83550313,12.007,11.134400000000001,0.38792102206736345,1.0757308775451044,11.5095,12.696490444691705,10.322509555308294,66.11295681063122,0.3000000000000007,0.4157142857142856,11.5095,7.25235,0.25,1.085038420713584,13.42,8.57,4.85,0.08999999999999986,1,0.2513840668593357,11.85
2012-09-25,11.95,12.18,11.74,11.85,2744.99655916,12.032,11.1546,0.3420158550396375,1.048599536858838,11.5725,12.685445357338352,10.459554642661647,71.58273381294964,0.4399999999999995,0.42214285714285704,11.5725,7.286250000000001,0.25,0.8875021061672337,13.42,8.57,4.85,-0.09999999999999964,0,0.852430012212485,12.1
2012-09-26,11.85,12.19,11.53,12.1,3531.95699233,12.074,11.1818,0.3595505617977528,1.0248039498329544,11.633999999999999,12.719083552446268,10.54891644755373,69.01960784313725,0.6600000000000001,0.4149999999999999,11.633999999999999,7.322050000000001,0.41999999999999993,1.1464060859598828,13.42,8.57,4.85,0.25,1,0.2866890417563288,12.25
2012-09-27,12.1,12.38,11.84,12.25,2941.58621334,12.115,11.2076,0.4048165137614679,0.9936253883780256,11.692499999999999,12.777980732695228,10.60701926730477,68.77470355731226,0.5400000000000009,0.42214285714285715,11.692499999999999,7.358300000000001,0.41000000000000014,1.262837537403425,13.42,8.57,4.85,0.15000000000000036,1,-0.16715118000362106,12.26
2012-09-28,12.25,12.26,11.53,12.26,3179.08583158,12.152,11.231,0.3775280898876403,0.9652310984662329,11.757000000000001,12.814665751598872,10.699334248401131,63.08411214953273,0.7300000000000004,0.427857142857143,11.757000000000001,7.3947,0.3699999999999992,1.1902325457367773,13.42,8.57,4.85,0.009999999999999787,1,0.08073862229940665,12.22
2012-09-29,12.26,12.28,12.12,12.22,643.76350613,12.134,11.250399999999999,0.3282608695652176,0.9431567381768332,11.825500000000002,12.810812667447,10.840187332553004,64.90384615384619,0.16000000000000014,0.4142857142857145,11.825500000000002,7.4294,-0.17999999999999972,1.0650532486901638,13.42,8.57,4.85,-0.03999999999999915,0,-0.7975004324403375,12.17
2012-09-30,12.22,12.28,12.17,12.17,267.69582095,12.106,11.2676,0.30021367521367526,0.9224742428998007,11.885,12.796274411267824,10.973725588732176,61.95121951219513,0.10999999999999943,0.4007142857142858,11.885,7.463900000000001,-0.27999999999999936,0.9580027383688569,13.42,8.57,4.85,-0.05000000000000071,0,-0.5841705558004369,12.08
2012-10-01,12.17,12.27,11.6,12.08,3047.59352712,12.079,11.275400000000001,0.23139653414882777,0.9112525681378647,11.956500000000002,12.66063141715984,11.252368582840164,56.06060606060607,0.6699999999999999,0.42571428571428577,11.956500000000002,7.49745,-0.2699999999999996,0.7861982539634723,13.42,8.57,4.85,-0.08999999999999986,0,10.384539049973542,12.3
2012-10-02,12.08,12.7,12.07,12.3,4476.00439477,12.104000000000001,11.2898,0.13259668508287303,0.9202255925820245,12.014999999999999,12.61701416314861,11.412985836851387,59.534883720930246,0.629999999999999,0.45357142857142857,12.014999999999999,7.532,0.25,1.0564824923978349,13.42,8.57,4.85,0.22000000000000064,1,0.46870124081142106,12.9
2012-10-03,12.3,12.99,12.3,12.9,4346.64402376,12.208000000000002,11.3072,0.17593436645396543,0.9435196009029889,12.095,12.721687196378872,11.46831280362113,61.16071428571429,0.6899999999999995,0.45285714285714285,12.095,7.569400000000001,1.040000000000001,1.853905860802277,13.42,8.57,4.85,0.5999999999999996,1,-0.028900858801915175,12.7
2012-10-04,12.9,12.92,12.51,12.7,3904.58232664,12.283,11.308,0.22115384615384603,0.9535203137325204,12.145,12.798009228595985,11.491990771404014,55.23012552301255,0.41000000000000014,0.45785714285714285,12.145,7.6067,0.75,1.4800063007565516,13.42,8.57,4.85,-0.20000000000000107,0,-0.10170184047820907,12.64
2012-10-05,12.7,12.79,11.5,12.64,4882.5705596,12.361999999999998,11.2924,0.16605166051660514,0.9662074937113424,12.197,12.832679495542035,11.561320504457964,56.17021276595747,1.2899999999999991,0.5185714285714286,12.197,7.64505,0.7900000000000009,1.320966236641901,13.42,8.57,4.85,-0.05999999999999872,0,0.2504719202070418,12.38
